invoice_and_item_number,date,store_name,city,county,category_name,vendor_name,item_description,state_bottle_retail,bottles_sold,sale_dollars
INV-79901400024,2025-02-24,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN CORDIALS & LIQUEURS,JIM BEAM BRANDS,DEKUYPER ORANGE CURACAO,10.13,2,20.26
INV-79753900008,2025-02-19,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,5.69,4,22.76
INV-78832500001,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,CANADIAN WHISKIES,JIM BEAM BRANDS,CANADIAN CLUB WHISKY,6.75,24,162.0
INV-78334300011,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF,12.38,12,148.56
INV-79301900018,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL REPOSADO,5.45,48,261.6
INV-79344100008,2025-02-05,CASEY'S GENERAL STORE #2488 / N ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,36,621.0
INV-79655900034,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,100% AGAVE TEQUILA,PROXIMO,1800 SILVER MINI,33.15,2,66.3
INV-79075000009,2025-01-27,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT RYE WHISKIES,SAZERAC COMPANY  INC,SAZERAC RYE,25.5,2,51.0
INV-79160900014,2025-01-29,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER BUTTERSHOTS PET,10.13,3,30.39
INV-79655900032,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY CINNAMON WHISKEY,16.5,3,49.5
INV-78397000011,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,8.13,12,97.56
INV-78786000030,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,IMPORTED CORDIALS & LIQUEURS,PARK STREET IMPORTS,LICOR 43 CHOCOLATE,24.74,6,148.44
INV-78338400002,2025-01-06,WILTON EXPRESS,WILTON,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET TOASTED CARAMEL,9.0,12,108.0
INV-79478800031,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN SCHNAPPS,LUXCO INC,PARAMOUNT PEPPERMINT SCHNAPPS,12.0,6,72.0
INV-79515000008,2025-02-11,HOMETOWN FOODS / TRAER,TRAER,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,18.0,12,216.0
INV-79736200007,2025-02-18,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS OLD #7 BLACK LABEL MINI,17.25,1,17.25
INV-78755500036,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,STRAIGHT BOURBON WHISKIES,LUXCO INC,PENELOPE HAVANA RUM MAPLE DOUBLE CASK FINISH,60.0,1,60.0
INV-79919600022,2025-02-24,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,100% AGAVE TEQUILA,"MAST-JAGERMEISTER US, INC",TEREMANA REPOSADO TEQUILA,26.1,2,52.2
INV-79919600004,2025-02-24,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL PEACH,26.24,3,78.72
INV-79485800025,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN FLAVORED VODKA,DIAGEO AMERICAS,SMIRNOFF KISSED CARAMEL,12.38,3,37.14
INV-79863500013,2025-02-21,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN FLAVORED VODKA,DIAGEO AMERICAS,"SMIRNOFF RED, WHITE & BERRY",12.38,4,49.52
INV-78558100008,2025-01-13,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET PEACH CANADIAN WHISKEY,17.25,3,51.75
INV-79258700006,2025-02-03,PRIMESTAR / MARENGO,MARENGO,IOWA,BLENDED WHISKIES,JIM BEAM BRANDS,RED STAG BLACK CHERRY,17.25,12,207.0
INV-79725700020,2025-02-18,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL REPOSADO SQUARE,9.8,24,235.2
INV-79478900001,2025-02-10,PRIMESTAR / MARENGO,MARENGO,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,6,103.5
INV-78664800006,2025-01-15,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED BARREL,27.74,6,166.44
INV-78562500011,2025-01-13,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,11.25,6,67.5
INV-79273800006,2025-02-03,WILTON EXPRESS,WILTON,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,11.25,6,67.5
INV-79752000007,2025-02-19,HOMETOWN FOODS / TRAER,TRAER,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,19.49,12,233.88
INV-78557900016,2025-01-13,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY PET,13.5,24,324.0
INV-79258600001,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET TOASTED CARAMEL,17.25,48,828.0
INV-79504400017,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED BRANDIES,MOET HENNESSY USA,HENNESSY VS FLASK,17.24,12,206.88
INV-78786200012,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM,17.25,12,207.0
INV-79074800015,2025-01-27,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,COCKTAILS/RTD,PROXIMO,JOSE CUERVO AUTHENTIC LIME MARGARITA,13.11,6,78.66
INV-79515000002,2025-02-11,HOMETOWN FOODS / TRAER,TRAER,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,10.5,12,126.0
INV-79901500008,2025-02-24,PRIMESTAR / MARENGO,MARENGO,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY MINI SLEEVE,6.56,12,78.72
INV-79919600001,2025-02-24,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY 100ML CARRIER,9.0,8,72.0
INV-79704100011,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,BOTTLED IN BOND BOURBON,CAMPARI AMERICA,WILD TURKEY RARE BREED,39.75,2,79.5
INV-78390200028,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN FLAVORED VODKA,E & J GALLO WINERY,NEW AMSTERDAM PINK WHITNEY,12.0,2,24.0
INV-78319800028,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER LUSCIOUS PEACHTREE PET,10.13,2,20.26
INV-79114900034,2025-01-28,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,100% AGAVE TEQUILA,JIM BEAM BRANDS,HORNITOS PLATA,22.5,2,45.0
INV-78379900002,2025-01-07,HOMETOWN FOODS / TRAER,TRAER,IOWA,BLENDED WHISKIES,JIM BEAM BRANDS,KESSLER BLEND WHISKEY,16.5,6,99.0
INV-79068000012,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,"BLUE OX SPIRITS, INC.",BLUE OX VODKA,11.45,6,68.7
INV-78786200002,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN CORDIALS & LIQUEURS,SAZERAC COMPANY  INC,99 PARTY BUCKET MINIS,78.6,1,78.6
INV-79736200013,2025-02-18,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA MINI,6.75,1,6.75
INV-79258700023,2025-02-03,PRIMESTAR / MARENGO,MARENGO,IOWA,IMPORTED BRANDIES,VIN DIVINO LTD / GONZALEZ BYASS USA,SOOH PRESIDENTE GRAPE BRANDY (PEDRO DOMECQ),12.74,1,12.74
INV-78664800007,2025-01-15,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,STRAIGHT BOURBON WHISKIES,SAZERAC COMPANY  INC,BENCHMARK SMALL BATCH,12.75,2,25.5
INV-78786000012,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,BLENDED WHISKIES,JIM BEAM BRANDS,KESSLER BLEND WHISKEY,16.5,2,33.0
INV-79504400015,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED BRANDIES,CAMPARI AMERICA,COURVOISIER VS COGNAC,15.75,12,189.0
INV-79258600040,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN SCHNAPPS,LUXCO INC,PARAMOUNT PEPPERMINT SCHNAPPS,12.0,6,72.0
INV-78538100002,2025-01-13,WILTON EXPRESS,WILTON,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA PET,5.25,24,126.0
INV-78872400009,2025-01-21,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,WHITE RUM,BACARDI USA INC,BACARDI SUPERIOR,13.49,1,13.49
INV-79438900034,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,CREAM LIQUEURS,E & J GALLO WINERY,TIPPY COW SHAMROCK MINT,15.0,2,30.0
INV-79947200010,2025-02-25,HOMETOWN FOODS / TRAER,TRAER,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,YUKON JACK,17.63,2,35.26
INV-78823700002,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL PEACH,26.24,12,314.88
INV-78334400012,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF,12.38,12,148.56
INV-79695200010,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,FLAVORED RUM,PERNOD RICARD USA,MALIBU COCONUT,13.49,12,161.88
INV-79485800006,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM,32.25,6,193.5
INV-79695300008,2025-02-17,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,SVEDKA 80PRF,20.1,6,120.6
INV-78379900006,2025-01-07,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN BRANDIES,LUXCO INC,PARAMOUNT BLACKBERRY BRANDY,10.13,12,121.56
INV-79695200011,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED MINI,7.2,12,86.4
INV-79107800018,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY MINI SLEEVE,6.56,12,78.72
INV-79704100045,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN CORDIALS & LIQUEURS,CAMPARI AMERICA,WILD TURKEY AMERICAN HONEY,17.25,2,34.5
INV-78900100002,2025-01-22,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,TEMPORARY & SPECIALTY PACKAGES,SAZERAC COMPANY  INC,ANCIENT AGE 10 STAR BOURBON,37.5,1,37.5
INV-79736200009,2025-02-18,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM APPLE,17.25,3,51.75
INV-79736200012,2025-02-18,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,IMPORTED VODKAS,BACARDI USA INC,GREY GOOSE,22.49,4,89.96
INV-78557900003,2025-01-13,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL PEACH,12.74,24,305.76
INV-78786000008,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,SAZERAC COMPANY  INC,BUFFALO TRACE BOURBON,19.5,12,234.0
INV-79515000007,2025-02-11,HOMETOWN FOODS / TRAER,TRAER,IOWA,FLAVORED RUM,JIM BEAM BRANDS,CRUZAN COCONUT,10.5,12,126.0
INV-79485800021,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN BRANDIES,LUXCO INC,PARAMOUNT BLACKBERRY BRANDY,8.63,12,103.56
INV-78755500037,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN BRANDIES,SAZERAC COMPANY  INC,PAUL MASSON ICE BRANDY,7.5,12,90.0
INV-79515000003,2025-02-11,HOMETOWN FOODS / TRAER,TRAER,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,6,103.5
INV-78319800014,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,HEAVEN HILL BRANDS,BURNETTS VODKA 80PRF,13.5,6,76.5
INV-78823700033,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN SCHNAPPS,LUXCO INC,PARAMOUNT PEPPERMINT SCHNAPPS,12.0,6,72.0
INV-79005600017,2025-01-24,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN CORDIALS & LIQUEURS,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,KINKY RED MINI,7.26,2,14.52
INV-79655900030,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY SALTY CARAMEL WHISKEY MINI,26.25,3,78.75
INV-79068100004,2025-01-27,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,AMERICAN VODKAS,E & J GALLO WINERY,NEW AMSTERDAM 80PRF MINI,6.92,12,83.04
INV-79322300009,2025-02-04,HOMETOWN FOODS / TRAER,TRAER,IOWA,CREAM LIQUEURS,DIAGEO AMERICAS,BAILEYS SALTED CARAMEL,24.74,1,24.74
INV-79344200013,2025-02-05,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,8.0,3,24.0
INV-78664800011,2025-01-15,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,TEMPORARY & SPECIALTY PACKAGES,AIKO IMPORTERS INC,DUCKS UNLIMITED CERAMIC EDITION,93.75,2,187.5
INV-78319800025,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN CORDIALS & LIQUEURS,MHW LTD,TRAVIS HASSE COW PIE,16.5,2,33.0
INV-78334400008,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,IMPORTED VODKAS,WILLIAM GRANT & SONS INC,REYKA VODKA,17.25,6,103.5
INV-79900700001,2025-02-24,WILTON EXPRESS,WILTON,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY COOKIES AND CREAM,16.5,6,99.0
INV-78586700011,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,"MAST-JAGERMEISTER US, INC",TEREMANA REPOSADO TEQUILA,14.3,12,171.6
INV-79736200034,2025-02-18,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET APPLE,17.25,3,51.75
INV-78823700022,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHITE RUM,LUXCO INC,PARAMOUNT WHITE RUM,6.38,12,76.56
INV-78813900008,2025-01-21,WILTON EXPRESS,WILTON,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY PET,13.5,12,162.0
INV-78381800008,2025-01-07,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,11.58,6,69.48
INV-79515000004,2025-02-11,HOMETOWN FOODS / TRAER,TRAER,IOWA,BLENDED WHISKIES,DIAGEO AMERICAS,SEAGRAMS 7 CROWN,12.74,12,152.88
INV-79074900003,2025-01-27,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM MINI,10.5,6,63.0
INV-79258700013,2025-02-03,PRIMESTAR / MARENGO,MARENGO,IOWA,IMPORTED BRANDIES,REMY COINTREAU USA INC,REMY MARTIN VSOP,37.47,1,37.47
INV-78900100011,2025-01-22,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,STRAIGHT BOURBON WHISKIES,LUXCO INC,PENELOPE ROSE CASK FINISH,37.5,1,37.5
INV-79900500004,2025-02-24,WILTON EXPRESS,WILTON,IOWA,FLAVORED GIN,REVELTON DISTILLING COMPANY,REVELTON MULBERRY GIN,26.25,2,52.5
INV-79695300021,2025-02-17,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN CORDIALS & LIQUEURS,CAMPARI AMERICA,WILD TURKEY AMERICAN HONEY,17.25,4,69.0
INV-79258600003,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL VANILLA,26.24,12,314.88
INV-78558000015,2025-01-13,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY PET,13.5,24,324.0
INV-79258600010,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,IRISH WHISKIES,PERNOD RICARD USA,JAMESON,26.24,48,1259.52
INV-79075000015,2025-01-27,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,IMPORTED SCHNAPPS,DIAGEO AMERICAS,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR MINI,20.25,1,20.25
INV-79901500013,2025-02-24,PRIMESTAR / MARENGO,MARENGO,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS TENNESSEE HONEY MINI,17.25,1,17.25
INV-79655900029,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY MINT CHOCOLATE CHIP CREAM WHISKEY,16.5,2,33.0
INV-79075000013,2025-01-27,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,8.0,5,40.0
INV-79114900014,2025-01-28,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT RYE WHISKIES,INFINIUM SPIRITS,TEMPLETON RYE 4YR,23.1,4,92.4
INV-78390200036,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET APPLE,17.25,3,51.75
INV-78557900004,2025-01-13,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE,26.24,12,314.88
INV-78813900004,2025-01-21,WILTON EXPRESS,WILTON,IOWA,STRAIGHT BOURBON WHISKIES,SAZERAC COMPANY  INC,BUFFALO TRACE BOURBON,19.5,12,234.0
INV-78823700024,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN BRANDIES,LUXCO INC,PARAMOUNT APRICOT BRANDY,8.63,12,103.56
INV-79301900004,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,5.24,48,251.52
INV-79322300001,2025-02-04,HOMETOWN FOODS / TRAER,TRAER,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,6,103.5
INV-78664800031,2025-01-15,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET PEACH CANADIAN WHISKEY,17.25,6,103.5
INV-78786200041,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,99 GRAPES PET MINI,78.6,1,78.6
INV-79919700001,2025-02-24,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,HEAVEN HILL BRANDS,HA HEAVEN HILL GRAIN TO GLASS WHEATED BOURBON,75.0,1,75.0
INV-78390200001,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE,12.74,4,50.96
INV-78397000004,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,2.9,24,69.6
INV-78397000012,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,15.0,12,180.0
INV-79068100005,2025-01-27,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,AMERICAN FLAVORED VODKA,E & J GALLO WINERY,NEW AMSTERDAM PINK WHITNEY,12.0,12,144.0
INV-79074700024,2025-01-27,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY BLACKBERRY MOONSHINE MINI,13.13,8,105.04
INV-79160900015,2025-01-29,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY BOURBON BALL CREAM WHISKEY,16.5,6,99.0
INV-78832500015,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,INFINIUM SPIRITS,SEAGRAMS EXTRA SMOOTH VODKA,2.64,24,63.36
INV-79301900008,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED BRANDIES,REMY COINTREAU USA INC,REMY MARTIN VSOP,11.81,24,283.44
INV-79695200012,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,14.24,12,170.88
INV-79485800024,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,IMPORTED SCHNAPPS,SAZERAC COMPANY  INC,DR MCGILLICUDDYS CHERRY,13.34,12,160.08
INV-78196800018,2025-01-02,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,COCKTAILS/RTD,PROXIMO,JOSE CUERVO AUTHENTIC LIME MARGARITA,13.11,6,78.66
INV-78390200002,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL,12.74,4,50.96
INV-79068000002,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,SAZERAC COMPANY  INC,TEN HIGH PET,6.15,2,12.3
INV-79258600020,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,CORN WHISKIES,DV SPIRITS LLC,AMERICAN BORN MOONSHINE APPLE PIE,17.25,2,34.5
INV-79068000040,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,100% AGAVE TEQUILA,BACARDI USA INC,PATRON SILVER,42.0,2,84.0
INV-78786200039,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY BANANA PUDDING CREAM MOONSHINE,19.5,6,117.0
INV-79114900007,2025-01-28,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,3,51.75
INV-79160900002,2025-01-29,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET PET,9.0,12,108.0
INV-79704200004,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,AMERICAN VODKAS,MCCORMICK DISTILLING CO.,MCCORMICK 80PRF VODKA,5.46,12,65.52
INV-78605400003,2025-01-14,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,11.25,6,67.5
INV-79704100022,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,"BLUE OX SPIRITS, INC.",BLUE OX VODKA,11.45,6,68.7
INV-79988700009,2025-02-26,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,WHITE RUM,LUXCO INC,PARAMOUNT WHITE RUM,12.0,6,72.0
INV-78558000009,2025-01-13,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,11.25,18,202.5
INV-79301900010,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN BRANDIES,SAZERAC COMPANY  INC,PAUL MASSON GRANDE AMBER BRANDY VS,4.83,96,463.68
